shipment_gid,shipment_xid,shipment_name,transport_mode_gid,is_template,is_primary,is_spot_costed,is_credit_note,cm_prev_dest_location_gid,cm_next_source_location_gid,t_actual_cost_currency_gid,t_weighted_cost_currency_gid,total_trans_cost_currency_gid,loaded_distance_uom_code,unloaded_distance_uom_code,source_location_gid,dest_location_gid,start_time,end_time,freight_terms,parent_leg_gid,voyage_gid,servprov_gid,rate_offering_gid,rate_geo_gid,original_shipment_gid,shipment_group_gid,is_auto_merge_consolidate,perspective,flight_instance_id,total_weight_uom_code,total_volume_uom_code,total_ship_unit_count,total_packaging_unit_count,total_item_package_count,intermediary_corporation_gid,shipment_type_gid,route_code_combination_gid,rail_inter_modal_plan_gid,customer_rate_code,cofc_tofc,rail_return_location_gid,rail_return_route_gid,rule_11_indicator,current_stop_num,shipment_as_work,secondary_charge_rule_gid,check_time_constraint,check_cost_constraint,check_capacity_constraint,cm_name,cm_sequence_num,cm_cost,cm_cost_currency_gid,cm_cost_base,cm_empty_distance,cm_empty_distance_uom_code,cm_empty_distance_base,hazmat_mode_gid,hazmat_region_gid,weigh_code,rule_7,shipment_released,processing_code_gid,air_rail_route_code,payment_method_code_gid,inco_term_gid,dim_weight,dim_weight_uom_code,dim_weight_base,planned_cost_currency_gid,term_location_text,tariff_organization_number,tariff_organization_name,tariff_name,tariff_number,tariff_date,is_hazardous,is_temperature_control,is_cost_fixed,is_service_time_fixed,is_rate_geo_fixed,is_rate_offering_fixed,is_servprov_fixed,is_preload,is_fixed_tender_contact,is_to_be_held,is_preferred_carrier,is_equipment_fixed,is_recalc_totals,has_appointments,indicator,contact_gid,bulk_plan_gid,total_num_reference_units,itinerary_gid,feasibility_code_gid,num_order_releases,num_stops,total_net_weight_uom_code,total_net_volume_uom_code,earliest_start_time,latest_start_time,last_event_group_gid,repetition_schedule_gid,in_trailer_build,first_equipment_group_gid,bulk_cm_gid,vessel_gid,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,source_location_override_gid,dest_location_override_gid,equipment_reference_unit_gid,schedule_type,job_gid,port_of_load_location_gid,port_of_load_override_loc_gid,port_of_dis_location_gid,port_of_dis_override_loc_gid,insurance_policy_number,insurance_amount,insurance_amount_currency_gid,insurance_amount_base,insurance_premium,insurance_premium_currency_gid,insurance_premium_base,bol_type,bol_issuance_type,consol_gid,place_receipt_location_gid,place_deliver_location_gid,sail_date,rail_date,sail_cutoff_date,port_discharge_eta,port_of_exit_date,port_exit_loc_gid,container_delivery_loc_gid,container_pickup_loc_gid,nfrc_rule_gid,is_cpcty_override_applicable,planned_rate_offering_gid,planned_transport_mode_gid,planned_servprov_gid,planned_rate_geo_gid,is_permanent,is_memo_bl,duty_paid,exchange_rate_date,currency_gid,exchange_rate_gid,tot_matched_inv_cost_curr_gid,original_invoice_cost_curr_gid,total_approved_cost_curr_gid,source_pier_location_gid,dest_pier_location_gid,primary_order_base_gid,total_declared_value_gid,is_profit_split,shipping_agent_contact_gid,is_advanced_charge,load_config_engine_type_gid,appointment_priority_gid,is_fixed_distance,delivering_servprov_gid,originating_servprov_gid,chargeable_weight_uom_code,cm_cost_fn,cm_cost_fn_currency_gid,total_actual_c_fn,total_actual_c_fn_currency_gid,total_trans_c_fn,total_trans_c_fn_currency_gid,total_wt_cost_fn,total_wt_cost_fn_currency_gid,planned_cost_fn,planned_cost_fn_currency_gid,insurance_amt_fn,insurance_amt_fn_currency_gid,insurance_prem_fn,insurance_prem_fn_currency_gid,tot_match_inv_fn,tot_match_inv_fn_currency_gid,original_inv_c_fn,original_inv_c_fn_currency_gid,total_app_cost_fn,total_app_cost_fn_currency_gid,fixed_service_days,sighting_location_gid,sighting_date,prev_sighting_location_gid,prev_sighting_date,driver_gid,secondary_driver_gid,power_unit_gid,marked_for_purge,driver_assign_bulk_plan_gid,equipment_assign_bulk_plan_gid,prev_drop_inventory_processed,pick_inventory_processed,drop_inventory_processed,dim_volume,dim_volume_uom_code,dim_volume_base,chargeable_volume_uom_code,domain_name,insert_user,insert_date,update_user,update_date,planning_parameter_set_gid,num_equipment_ordered,em_phone_number,parcel_zone,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,combination_equip_grp_gid,si_cutoff_date,cfs_cutoff_date,src_arb_level_of_service_gid,dest_arb_level_of_service_gid,cfs_location_gid,is_fixed_voyage,job_name,load_date,ahead_late_time,ahead_late_time_base,ahead_late_time_uom_code,ahead_or_late,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,equipment_destination,eta_date,external_voyage_code,first_equipment_initial,first_equipment_number,is_ar_route_code_fixed,prev_equipment_destination,prev_reported_bs_status_code,prev_reporting_scac,projected_tour_name,reported_bs_status_code,reporting_scac,reservation_num,sole_packaged_item_gid,waybill_date,work_assignment_bulk_plan_gid,total_actual_cost,total_actual_cost_base,total_weighted_cost,total_weighted_cost_base,total_trans_cost,total_trans_cost_base,loaded_distance,loaded_distance_base,unloaded_distance,unloaded_distance_base,total_weight,total_weight_base,total_volume,total_volume_base,planned_cost,planned_cost_base,total_net_weight,total_net_weight_base,total_net_volume,total_net_volume_base,weight_utilization,volume_utilization,equip_ref_unit_utilization,tot_matched_invoice_cost,tot_matched_invoice_cost_base,original_invoice_cost,original_invoice_cost_base,total_approved_cost,total_approved_cost_base,total_declared_value,total_declared_value_base,chargeable_weight,chargeable_weight_base,chargeable_volume,chargeable_volume_base,projected_tour_sequence_num,max_num_retender
RC3.703032894N,703032894N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.4237,RC3.5679,2024-06-04 0:13:00,2024-06-05 4:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SPOT,RC3.SPOT_TL_RATEOFFERING,RC3.SPOT_WI531-GA303_53_REF,,,N,B,,LB,CUFT,30,0,6594,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.SPOT,RC3.12_00 PM STO BULK PLAN-20240528170023,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-03 5:01:00,2024-06-04 4:59:00,,,N,RC3.53_REF,,,BOOKED,,,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_WI531-GA303_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:03:30,RC3.ADMIN,2024-05-28 17:04:12,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240605 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,2100,2100,2100,2100,,,759,759,0.00E+00,0.00E+00,39063.218,39063.218,2797.53,2797.53,2100,2100,36963.218,36963.218,2707.53,2707.53,0.86807,0.79929,0.00E+00,,,,,,,0.00E+00,0.00E+00,39063.218,39063.218,2797.53,2797.53,,
RC3.703032561N,703032561N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.2164,RC3.4044,2024-06-03 5:01:00,2024-06-03 5:29:48,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.RCTH,RC3.RCTH_TL_RATEOFFERING,RC3.RCTH_2164-4044_53_DRY,,,N,B,,LB,CUFT,50,0,50,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.56180021,RC3.20240528-0077,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-03 5:01:00,2024-06-04 4:30:12,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RCTH_TL_RATEOFFERING,TL,RC3.RCTH,RC3.RCTH_2164-4044_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZJR4011,2024-05-28 16:18:33,RC3.ADMIN,2024-05-28 17:52:53,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240603 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000007543602101,,,709.33,709.33,709.33,709.33,,,12,12,0.00E+00,0.00E+00,36000,36000,150.05,150.05,709.33,709.33,32500,32500,0.05,0.05,0.78261,0.03949,0.00E+00,,,,,,,0.00E+00,0.00E+00,36000,36000,150.05,150.05,,
RC3.703031901N,703031901N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5296,RC3.3880,2024-05-31 11:00:00,2024-06-01 11:43:38,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.RBTW,RC3.RBTW_TL_RATEOFFERING,RC3.RBTW_5296-3880_53_DRY,,,N,B,,LB,CUFT,56,0,2320,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.RBTW,RC3.20240528-0047,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-31 5:01:00,2024-05-31 19:00:00,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_5296-3880_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZCA0077,2024-05-28 14:23:43,RC3.ADMIN,2024-05-28 14:41:36,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240601 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,862,862,862,862,,,590,590,0.00E+00,0.00E+00,16406,16406,2912.48,2912.48,1000,1000,14241,14241,2744.48,2744.48,0.35665,0.76644,0.00E+00,,,,,,,0.00E+00,0.00E+00,16406,16406,2912.48,2912.48,,
RC3.703032555N,703032555N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.2164,RC3.3881,2024-05-30 1:16:17,2024-05-30 5:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.RCTH,RC3.RCTH_TL_RATEOFFERING,RC3.RCTH_2164-3881_53_DRY,,,N,B,,LB,CUFT,50,0,50,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.56180021,RC3.20240528-0077,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-29 5:01:00,2024-05-30 4:59:00,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RCTH_TL_RATEOFFERING,TL,RC3.RCTH,RC3.RCTH_2164-3881_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZJR4011,2024-05-28 16:18:29,RC3.ADMIN,2024-05-28 17:52:41,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240530 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000007543602101,,,1244.27,1244.27,1244.27,1244.27,,,206,206,0.00E+00,0.00E+00,36000,36000,150.05,150.05,1244.27,1244.27,32500,32500,0.05,0.05,0.78261,0.03949,0.00E+00,,,,,,,0.00E+00,0.00E+00,36000,36000,150.05,150.05,,
RC3.703032897N,703032897N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5227,RC3.3880,2024-06-01 3:59:00,2024-06-02 5:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.ARVY,RC3.ARVY_TL_RATEOFFERING,RC3.ARVY_5227-3880_53_DRY,,,N,B,,LB,CUFT,30,0,2790,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.ARVY,RC3.12_00 PM STO BULK PLAN-20240528170023,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-31 4:01:00,2024-06-01 3:59:00,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.ARVY_TL_RATEOFFERING,TL,RC3.ARVY,RC3.ARVY_5227-3880_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:03:31,RC3.ADMIN,2024-05-28 17:48:51,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240602 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,725,725,725,725,,,573,573,0.00E+00,0.00E+00,17499,17499,2533.14,2533.14,725,725,15399,15399,2443.14,2443.14,0.38041,0.66662,0.00E+00,,,,,,,0.00E+00,0.00E+00,17499,17499,2533.14,2533.14,,
RC3.703031303N,703031303N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003008240,RC3.4238,2024-06-13 4:01:00,2024-06-13 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,48,0,33000,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-28 16:43:13,2024-06-14 3:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 11:43:16,RC3.ADMIN,2024-05-28 16:22:35,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20240614 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010045221,,,0.01,0.01,10000.01,10000.01,,,249,249,0.00E+00,0.00E+00,18097.44,18097.44,145.344,145.344,0.01,0.01,15939.024,15939.024,1.44,1.44,0.00018,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,18097.44,18097.44,145.344,145.344,,
RC3.703032742N,703032742N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0001037990,RC3.2101,2024-06-10 3:01:00,2024-06-10 4:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,5,0,432000,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-28 20:58:03,2024-06-11 2:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 16:58:06,RC3.ADMIN,2024-05-28 16:58:21,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20240610 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010121955,,,0.01,0.01,10000.01,10000.01,,,262,262,0.00E+00,0.00E+00,9729,9729,15,15,0.01,0.01,9504,9504,0.00E+00,0.00E+00,0.0001,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,9729,9729,15,15,,
RC3.703032093N,703032093N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.2568,RC3.3877,2024-06-05 3:18:28,2024-06-05 7:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SCNN,RC3.SCNN_TL_RATEOFFERING,RC3.SCNN_2568-3877_53_DRY,,,N,B,,LB,CUFT,60,0,3780,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.SCNN,RC3.20240528-0055,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-04 7:01:00,2024-06-05 6:59:00,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.PLCY_TL_RATEOFFERING,TL,RC3.PLCY,RC3.PLCY_2568-3877_53_DRY,N,Y,NA,,USD,DEFAULT,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZAY4003,2024-05-28 15:12:56,RC3.ADMIN,2024-05-28 17:13:57,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240605 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000001878001213,,,616.23,616.23,616.23,616.23,,,204,204,0.00E+00,0.00E+00,14069.58,14069.58,3358.98,3358.98,500,500,9869.58,9869.58,3178.98,3178.98,0.30586,0.88394,0.00E+00,,,,,,,0.00E+00,0.00E+00,14069.58,14069.58,3358.98,3358.98,,
RC3.703033055N,703033055N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5129,RC3.0020036744,2024-06-04 22:28:17,2024-06-05 4:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.PRIJ,RC3.PRIJ_TL_RATEOFFERING,RC3.PRIJ_5129-CT060_53_REF,,,N,B,,LB,CUFT,20,0,1476,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.PRIJ,RC3.SALES ORDERS NO LTL 7 DAYS-12:00-20240528171523,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-06-04 4:01:00,2024-06-05 3:59:00,,,N,RC3.53_REF,,,BOOKED,,,UTILIZATION_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.PRIJ_TL_RATEOFFERING,TL,RC3.PRIJ,RC3.PRIJ_5129-CT060_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:18:54,RC3.ADMIN,2024-05-28 17:19:21,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,,20240605 23:59,CAG,,,,,,,,,,17.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1435.25,1435.25,1435.25,1435.25,,,305,305,0.00E+00,0.00E+00,13571.887,13571.887,809.422,809.422,1435.25,1435.25,12773.677,12773.677,756.208,756.208,0.3016,0.23126,0.00E+00,,,,,,,0.00E+00,0.00E+00,13571.887,13571.887,809.422,809.422,,
RC3.703031547N,703031547N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.3875,RC3.0020027770_257798THAVENUE_32966_USA,2024-06-02 3:59:00,2024-06-03 18:00:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SPOT,RC3.SPOT_TL_RATEOFFERING,RC3.SPOT_3875-FL329_53_DRY,,,N,B,,LB,CUFT,56,0,1454,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.SPOT,RC3.20240528-0017,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,4,2,LB,CUFT,2024-06-01 4:01:00,2024-06-02 3:59:00,,,N,RC3.53_DRY,,,BOOKED,,,UTILIZATION_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_3875-FL329_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZJR4011,2024-05-28 12:36:22,RC3.ADMIN,2024-05-28 12:36:26,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,,20240603 14:00,CAG,,,,,,,,,,42.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,945,945,945,945,,,172,172,0.00E+00,0.00E+00,16011.127,16011.127,2058.455,2058.455,945,945,13059.787,13059.787,1931.969,1931.969,0.34807,0.5417,0.00E+00,,,,,,,0.00E+00,0.00E+00,16011.127,16011.127,2058.455,2058.455,,
RC3.703032315N,703032315N,,TL,N,Y,N,N,,,MXN,MXN,,MI,MI,RC3.6353,RC3.6355,2024-05-28 18:01:00,2024-05-28 20:57:00,,RC3.3099790,,RC3.SOAK,RC3.SOAK_TL_RATEOFFERING_MEX,RC3.SOAK_6353-6355_53T,,,N,B,,KG,CUMTR,30,0,1080,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,MXN,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,G,RC3.SOAK,,,RC3.MEX_BU_MEX-MEX,FEASIBLE,1,2,KG,CUMTR,2024-05-28 18:01:00,2024-05-29 15:03:00,,,N,RC3.53T,,,ACCEPTED,,,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SOAK_TL_RATEOFFERING_MEX,TL,RC3.SOAK,RC3.SOAK_6353-6355_53T,N,Y,NA,,MXN,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUMTR,RC3,RC3.ADMIN,2024-05-28 15:58:42,RC3.ADMIN,2024-05-28 15:58:45,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240529 23:59,MEX,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000100658715,,,2180,2180,2180,2180,,,88,88,0.00E+00,0.00E+00,22120.56,48767.4865,31.71,1119.828081,2180,2180,21168,46667.4512,29.16,1029.775681,0.81279,0.302,0.00E+00,,,,,,,0.00E+00,0.00E+00,22120.56,48767.4865,31.71,1119.828081,,
